,res_id,name,locality,address,timings,cuisines,average_cost_for_one,aggregate_rating,votes,scope,url,highlights,,,,,,,feature,group
1688,18356469,Prost Brew Pub,Hyderabad,Jubilee Hills,1 PM to 11 PM (Mon-Sun),"Italian, Continental, Chinese",1200,4.1,594,4.063726,https://images.unsplash.com/photo-1467003909585-2f8a72700288?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Takeaway Available', 'Debit Card', 'Lunch', 'Serves Alcohol', 'Cash', 'Credit Card', 'Dinner', 'Live Sports Screening', 'Fullbar', 'Indoor Seating', 'Digital Payments Accepted', 'Wheelchair Accessible', 'Valet Parking Available', 'Outdoor Seating', 'Rooftop', 'Table reservation required', 'Air Conditioned', 'Smoking Area', 'Wifi']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",G2
1689,97503,United Kitchens of India,Hyderabad,Jubilee Hills,11 AM to 11 PM (Mon-Sun),"North Indian, Andhra, Chettinad, Bengali, Mughlai, Chinese",1100,4.1,1431,3.900599,https://images.unsplash.com/photo-1544148103-0773bf10d330?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Delivery', 'Takeaway Available', 'Cash', 'Lunch', 'Credit Card', 'Dinner', 'Debit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Digital Payments Accepted']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G4
1690,92577,Heart Cup Coffee,Hyderabad,Kondapur,11 AM to 11 PM (Mon-Sun),"Cafe, Continental, North Indian, Chinese",1800,4.2,1859,3.980837,https://images.unsplash.com/photo-1482049016688-2d3e1b311543?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=410,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Dinner', 'Delivery', 'Credit Card', 'Live Sports Screening', 'Sodexo', 'Digital Payments Accepted', 'Wifi', 'Outdoor Seating', 'Indoor Seating', 'Air Conditioned', 'Smoking Area']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G4
1691,18307251,Churrolto,Hyderabad,Film Nagar,10 AM to 11 PM (Mon-Sun),"Desserts, Cafe, Mexican",500,4.7,344,3.900905,https://images.unsplash.com/photo-1574936145840-28808d77a0b6?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Air Conditioned']",,,,,,,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Live Sports Screening",G3
1692,18313013,The Grand Trunk Road,Hyderabad,Madhapur,10 AM to 11 PM,"North Indian, Chinese",1100,3.9,616,3.823258,https://images.unsplash.com/photo-1586999768265-24af89630739?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Credit Card', 'Debit Card', 'Cash', 'Lunch', 'Dinner', 'Takeaway Available', 'Delivery', 'Wheelchair Accessible', 'Table booking recommended', 'Live Music', 'Indoor Seating', 'Digital Payments Accepted', 'Valet Parking Available', 'Smoking Area', 'Pure Veg', 'Air Conditioned', 'Live Sports Screening', 'Axis Bank - Dining Delights']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G1
1694,1401756,KYRO,Indore,Bhawar Kuan,8:30 AM to 10:30 PM (Mon-Sun),"North Indian, Chinese, Continental, Mediterranean, Asian",1300,3.7,238,3.750632,https://images.unsplash.com/photo-1613274554329-70f997f5789f?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Debit Card', 'Breakfast', 'No Alcohol Available', 'Cash', 'Delivery', 'Lunch', 'Credit Card', 'Dinner', 'Takeaway Available', 'Desserts and Bakes', 'Digital Payments Accepted', 'Indoor Seating', 'Pure Veg', 'Table booking recommended', 'Air Conditioned']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G4
1695,1400544,JAL-A Jungle Restaurant,Indore,Bhawar Kuan,11 AM to 11 PM,"North Indian, Chinese",850,4.1,100,3.978642,https://images.unsplash.com/photo-1522336572468-97b06e8ef143?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=876,"['Debit Card', 'Lunch', 'Delivery', 'Dinner', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Cash', 'Indoor Seating', 'Air Conditioned', 'Table booking recommended', 'Pure Veg']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G3
1696,18254231,Oye24,Indore,HIG-LIG,8 AM to 10 PM (Mon-Sun),"North Indian, Chinese, South Indian",250,4.1,152,4.108626,https://images.unsplash.com/photo-1613946069412-38f7f1ff0b65?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Delivery', 'Credit Card', 'Breakfast', 'Debit Card', 'Dinner', 'Takeaway Available', 'Lunch', 'Cash', 'No Alcohol Available', 'Indoor Seating', 'Desserts and Bakes', 'Pre-Ordering Required', 'Free Parking', 'Table Reservation Not Required', 'Pure Veg', 'Air Conditioned', 'Digital Payments Accepted']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G3
1697,1402314,Hobnob Gourmet Cafébar,Indore,Vijay Nagar,11 AM to 11 PM (Mon-Sun),"Italian, Continental",1950,4.1,37,3.740445,https://images.unsplash.com/photo-1622115837997-90c89ae689f9?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Debit Card', 'Credit Card', 'Takeaway Available', 'No Alcohol Available', 'Cash', 'Lunch', 'Delivery', 'Dinner', 'Pure Veg', 'Indoor Seating', 'Sodexo', 'Table booking recommended', 'Digital Payments Accepted', 'Catering Available', 'Air Conditioned']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G1
1698,1400466,Mangosteen Cafe,Indore,New Palasia,11 AM to 11 PM (Mon-Sun),"Cafe, Fast Food, Italian, Mexican",700,3.9,430,3.900701,https://images.unsplash.com/photo-1560624052-449f5ddf0c31?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=435,"['Lunch', 'Delivery', 'Credit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Free Wifi', 'Air Conditioned', 'Desserts and Bakes', 'Digital Payments Accepted']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G2
1699,1401934,Mama Loca,Indore,New Palasia,11:30 AM to 10:30 PM,"Greek, Lebanese",1000,4.2,304,3.216037,https://images.unsplash.com/photo-1587899897387-091ebd01a6b2?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=913,"['Lunch', 'Credit Card', 'Dinner', 'Debit Card', 'Takeaway Available', 'Cash', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Outdoor Seating', 'Digital Payments Accepted', 'Table booking recommended']",,,,,,,"Cash, Takeaway Available, Credit Card, Debit Card, Lunch, Delivery, Breakfast, No Alcohol Available",G2
1700,1401548,Vidorra,Indore,New Palasia,11 AM to 10 PM (Mon-Sun),"North Indian, Chinese",1200,4,404,4.058181,https://images.unsplash.com/photo-1599458448510-59aecaea4752?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Delivery', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Takeaway Available', 'Credit Card', 'Indoor Seating', 'Air Conditioned', 'Pure Veg']",,,,,,,"Delivery, Dinner, Cash, Credit Card, Lunch, Takeaway Available,Debit Card, Live Sports Screening",G3
1701,1400460,Cafe Palette,Indore,Old Palasia,11 AM to 11 PM,"Cafe, Lebanese, Italian",800,3.8,214,3.900617,https://images.unsplash.com/photo-1560053608-13721e0d69e8?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Lunch', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Cash', 'Delivery', 'Credit Card', 'Indoor Seating', 'Digital Payments Accepted', 'Axis Bank - Dining Delights', 'Smoking Area', 'Air Conditioned']",,,,,,,"Dinner, Takeaway Available, No Alcohol Available, Lunch, Cash, Breakfast, Indoor Seating",G3
1702,1400056,Nafees Restaurant,Indore,Old Palasia,11 AM to 11 PM (Mon-Sun),"North Indian, Mughlai",850,4,496,3.579494,https://images.unsplash.com/photo-1606836576983-8b458e75221d?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=870,"['Dinner', 'No Alcohol Available', 'Cash', 'Delivery', 'Debit Card', 'Credit Card', 'Lunch', 'Takeaway Available', 'Smoking Area', 'Hookah', 'Desserts and Bakes', 'Digital Payments Accepted', 'Air Conditioned', 'Indoor Seating', 'Wifi', 'Table booking recommended']",,,,,,,"Dinner, Cash, Credit Card, Debit Card, Lunch, Takeaway Available, Indoor Seating",G4
1703,1400169,The Creative Kitchen-Radisson Blu Hotel,Indore,Vijay Nagar,10 AM to 11 PM,"North Indian, Continental, Mexican, Italian",2000,3.8,209,3.75329,https://images.unsplash.com/photo-1570560258879-af7f8e1447ac?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=80&raw_url=true&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=774,"['Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'No Alcohol Available', 'Dinner', 'Delivery', 'Credit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available",G4
1704,1400186,Square-Sayaji Hotel,Indore,Vijay Nagar,12 Noon to 12 Midnight,"North Indian, Chinese, Italian",1500,4.3,334,4.032776,https://images.unsplash.com/photo-1636405189565-4cbc66136815?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=387,"['Dinner', 'Credit Card', 'Lunch', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Table Reservation Not Required', 'Hookah', 'Air Conditioned']",,,,,,,"Lunch, Delivery,Breakfast, Debit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Credit Card",G4
1705,1402335,Freito,Indore,Vijay Nagar,12 Noon to 11 PM,"Mexican, Italian",650,3.1,26,3.829188,https://images.unsplash.com/photo-1642567694541-c11712a88197?ixlib=rb-1.2.1&raw_url=true&q=80&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8&auto=format&fit=crop&w=394,"['Credit Card', 'Lunch', 'Delivery', 'Dinner', 'Debit Card', 'Takeaway Available', 'Cash', 'No Alcohol Available', 'Private Dining Area Available', 'Air Conditioned', 'Indoor Seating', 'Valet Parking Available', 'Table booking recommended']",,,,,,,"Lunch, Serves Alcohol,Takeaway Available,Debit Card, Dinner, Cash, Credit Card, Nightlife,Indoor Seating,",G1
1706,1400555,Cafe Terazza,Indore,Vijay Nagar,11 AM to 11 PM (Mon-Sun),"Cafe, Italian, Mexican, Chinese",700,3.9,502,3.970705,https://images.unsplash.com/photo-1580196515879-2d99ad7fd767?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NjR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Delivery', 'Dinner', 'Credit Card', 'Serves Alcohol', 'Air Conditioned', 'Indoor Seating', 'Outdoor Seating', 'Hookah', 'Fullbar', 'Free Parking']",,,,,,,"Lunch,Cash, Takeaway Available, Breakfast, Dinner, Credit Card, Outdoor Seating, Free Wifi, Indoor Seating, Air Conditioned, Smoking Area",G1
1707,1401948,Cafe Yolo,Indore,Vijay Nagar,11 A.M. to 11 P.M.,"Cafe, Fast Food",650,3.8,69,3.751401,https://images.unsplash.com/photo-1601065700897-d9fa1c093f3e?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Dinner', 'Cash', 'Debit Card', 'Lunch', 'Takeaway Available', 'Credit Card', 'Sodexo', 'Air Conditioned', 'Pure Veg', 'Indoor Seating', 'Table booking recommended', 'Catering Available']",,,,,,,"No Alcohol Available, No Seating Available, Dinner, Takeaway Available, Lunch, Cash",G3
1708,18395137,Just My Bakes,Indore,Vijay Nagar,10 AM to 10 PM,"Cafe, Bakery",500,3.9,69,4.130289,https://images.unsplash.com/photo-1569096651661-820d0de8b4ab?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'Takeaway Available', 'Breakfast', 'No Alcohol Available', 'Air Conditioned', 'Desserts and Bakes', 'Indoor Seating']",,,,,,,"Delivery, Dinner, No Alcohol Available, Debit Card, Lunch, Takeaway Available, Credit Card, Cash, Indoor Seating",G1
1709,1400121,10 Downing Street,Indore,Vijay Nagar,9 AM to 10 PM (Mon-Sun),"North Indian, Chinese",1500,4,413,4.057459,https://images.unsplash.com/photo-1571168136613-46401b03904e?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTF8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Takeaway Available', 'Cash', 'Credit Card', 'No Alcohol Available', 'Debit Card', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",,,,,,,"Cash, No Alcohol Available, Debit Card, Takeaway Available, Lunch, Delivery, Dinner, Credit Card,",G2
1710,1402028,Cakesmiths Alley,Indore,Vijay Nagar,9:30 AM to 10:30 PM (Mon-Sun),"Bakery, Cafe, Fast Food",400,4.3,87,4.056327,https://images.unsplash.com/photo-1567745219000-b99afacf5ef6?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8ODR8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Delivery', 'Credit Card', 'Takeaway Available', 'Debit Card', 'Desserts and Bakes', 'Pure Veg', 'Air Conditioned', 'Indoor Seating', 'Digital Payments Accepted']",,,,,,,"Delivery, Takeaway Available, No Alcohol Available, Dinner, Lunch, Cash, Indoor Seating, Digital Payments Accepted, Pure Veg",G4
1711,1401857,The Yellow Chilli,Indore,Vijay Nagar,11am â€“ 12midnight (Mon-Sun),"North Indian, Mughlai, Seafood",1100,4.1,181,3.963131,https://images.unsplash.com/photo-1606066352252-93e4d325787b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTN8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Delivery', 'Indoor Seating', 'Air Conditioned', 'Desserts and Bakes']",,,,,,,"Breakfast, Lunch, Takeaway Available, Cash, No Alcohol Available, Dinner, Pure Veg, Free Parking, Outdoor Seating",G1
1712,1402089,Waffle House,Indore,Vijay Nagar,"11AM to 10:45PM (Mon-Fri),11AM to 11PM (Sat-Sun)","Cafe, Fast Food",500,4.3,171,3.831703,https://images.unsplash.com/photo-1564759224907-65b945ff0e84?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTB8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Takeaway Available', 'Dinner', 'Debit Card', 'Lunch', 'Credit Card', 'Delivery', 'Cash', 'No Alcohol Available', 'Pure Veg', 'Air Conditioned', 'Free Parking', 'Wifi', 'Outdoor Seating', 'Table Reservation Not Required', 'Live Music', 'Desserts and Bakes', 'Indoor Seating', 'Digital Payments Accepted', 'Table booking not available']",,,,,,,"Takeaway Available, Credit Card, No Alcohol Available, Cash, Debit Card, Indoor Seating",G2
1713,1402050,Mocha,Indore,YN Road,9AM to 10:30PM (Mon-Sun),"Cafe, Continental, Italian, Street Food",800,4,341,3.828074,https://images.unsplash.com/photo-1602956033956-003e7180d339?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8OTl8fHJlc3RhdXJhbnR8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Debit Card', 'Takeaway Available', 'Credit Card', 'Delivery', 'Pure Veg', 'Desserts and Bakes', 'Indoor Seating', 'Digital Payments Accepted', 'Air Conditioned']",,,,,,,"No Alcohol Available, Dinner, Takeaway Available, Lunch, Cash, Indoor Seating",G3
1714,101212,Tapri Central,Jaipur,C Scheme,9 AM to 10 PM (Mon-Sun),"Cafe, Fast Food, Street Food",750,4.7,1469,3.974211,https://images.unsplash.com/photo-1463797221720-6b07e6426c24?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MTN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Credit Card', 'Desserts and Bakes', 'Pure Veg', 'Air Conditioned', 'Indoor Seating']",,,,,,,"Cash, No Alcohol Available, No Seating Available, Breakfast, Pure Veg",G3
1715,101834,Blackout,Jaipur,C Scheme,10 AM to 10 PM,"North Indian, European, Continental, Finger Food",1650,3.9,676,3.688866,https://images.unsplash.com/photo-1445116572660-236099ec97a0?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8N3x8Y2FmZXxlbnwwfHwwfHw%3D&auto=format&fit=crop&w=600,"['Cash', 'Takeaway Available', 'Debit Card', 'Delivery', 'Indoor Seating', 'Desserts and Bakes']",,,,,,,"Takeaway Available, Lunch,Cash, Debit Card, No Alcohol Available, Dinner, Credit Card, Delivery, Air Conditioned, Indoor Seating",G4
1716,101884,Mamus Infusion,Jaipur,C Scheme,10:30AM to 11PM (Mon-Sun),"Italian, Chinese, Mexican, Thai, North Indian",1400,4,582,3.963131,https://images.unsplash.com/photo-1600093463592-8e36ae95ef56?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MjZ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Delivery', 'Credit Card', 'No Alcohol Available', 'Cash', 'Takeaway Available', 'Debit Card', 'Indoor Seating', 'Table booking recommended', 'Air Conditioned', 'Desserts and Bakes', 'Digital Payments Accepted']",,,,,,,"Lunch, Delivery, Credit Card, No Alcohol Available, Dinner, Cash, Takeaway Available, Debit Card, Live Sports Screening",G2
1717,102813,Nibs Cafe,Jaipur,C Scheme,11 AM to 11 PM,"Cafe, Italian, Continental",750,4.4,389,3.828306,https://images.unsplash.com/photo-1521917441209-e886f0404a7b?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mjh8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Lunch', 'Debit Card', 'Dinner', 'Delivery', 'Cash', 'Takeaway Available', 'Credit Card', 'No Alcohol Available', 'Table booking recommended', 'Digital Payments Accepted']",,,,,,,"Cash, No Alcohol Available, Takeaway Available, Breakfast, Indoor Seating, Pure Veg, Desserts and Bakes",G1
1718,101259,On The House,Jaipur,C Scheme,8 AM to 11 PM (Mon-Sun),"Italian, Continental, Mexican, Cafe, Bakery",1300,4.4,843,4.030154,https://images.unsplash.com/photo-1616091216791-a5360b5fc78a?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzJ8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Debit Card', 'Credit Card', 'Cash', 'Serves Alcohol', 'Takeaway Available', 'Delivery', 'Valet Parking Available', 'Indoor Seating', 'Desserts and Bakes', 'Beer', 'Resto Bar', 'Live Music', 'Air Conditioned', 'Wifi', 'Digital Payments Accepted', 'Wine']",,,,,,,"No Alcohol Available, Dinner, Cash, Takeaway Available, Breakfast, Lunch, Delivery",G1
1719,103065,WTF,Jaipur,C Scheme,7 AM to 9:30 PM (Mon-Sun),"Continental, Italian, North Indian, Lebanese, Thai",1000,4,212,3.772772,https://images.unsplash.com/photo-1493857671505-72967e2e2760?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8MzN8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'Takeaway Available', 'Breakfast', 'Delivery', 'Air Conditioned', 'Indoor Seating', 'Pure Veg', 'Desserts and Bakes']",,,,,,,"Lunch, Cash, No Alcohol Available, Credit Card, Debit Card",G4
1720,100080,Chokhi Dhani,Jaipur,Tonk Road,9:30 AM to 10 PM (Mon-Sun),Rajasthani,1600,4.3,1478,3.839781,https://images.unsplash.com/photo-1507133750040-4a8f57021571?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Mzl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Takeaway Available', 'Cash', 'No Seating Available', 'Desserts and Bakes', 'Air Conditioned']",,,,,,,"Cash, Takeaway Available, Dinner, Delivery, No Alcohol Available, Lunch, Indoor Seating, Air Conditioned",G3
1721,103147,Meraaki Kitchen,Jaipur,Civil Lines,8AM to 10:15PM (Mon-Sun),"Modern Indian, Asian",1500,3.9,67,4.012459,https://images.unsplash.com/photo-1558082206-1a725a3ea42c?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Njl8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Cash', 'Debit Card', 'Takeaway Available', 'No Alcohol Available', 'Credit Card', 'Air Conditioned', 'Indoor Seating', 'Desserts and Bakes']",,,,,,,"Dinner, Delivery, Cash, Lunch, No Alcohol Available, Takeaway Available, Digital Payments Accepted, Air Conditioned",G2
1722,101311,Taruveda Bistro,Jaipur,Civil Lines,9:30 AM to 10:30 PM (Mon-Sun),"Cafe, Italian, Japanese, Continental",1000,4.2,633,3.83802,https://images.unsplash.com/photo-1577056922428-a511301a562d?ixlib=rb-1.2.1&raw_url=true&q=60&fm=jpg&crop=entropy&cs=tinysrgb&ixid=MnwxMjA3fDB8MHxzZWFyY2h8NzR8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['Credit Card', 'No Seating Available', 'Takeaway Available', 'Cash', 'Desserts and Bakes', 'Air Conditioned']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, Debit Card, Dinner, Delivery, Breakfast",G2
1723,100305,The Forresta Kitchen Bar,Jaipur,Bani Park,11am â€“ 10:30pm (Mon-Sun),"Continental, Mexican, Beverages, Desserts, North Indian, Chinese, Rajasthani",1800,4,916,3.901438,https://images.unsplash.com/photo-1549650558-105451f863ca?crop=entropy&cs=tinysrgb&fm=jpg&ixlib=rb-1.2.1&q=60&raw_url=true&ixid=MnwxMjA3fDB8MHxzZWFyY2h8Nzd8fGNhZmV8ZW58MHx8MHx8&auto=format&fit=crop&w=600,"['No Alcohol Available', 'Dinner', 'Delivery', 'Lunch', 'Cash', 'Takeaway Available', 'Indoor Seating', 'Pure Veg', 'Home Baker', 'Desserts and Bakes']",,,,,,,"Lunch, Cash, Takeaway Available, Credit Card, No Alcohol Available, Dinner, Delivery",G1
